item_category,item_key,item_name_en,brand_name,year,quarter,month,month_name,season,revenue,revenue_before_discount,total_discount_amount,discount_percentage,quantity_sold,purchase_count,customer_count,avg_quantity_per_purchase,revenue_per_unit,revenue_per_customer,quantity_on_promotion,revenue_on_promotion,purchases_with_promotion,promotion_quantity_percentage,promotion_revenue_percentage,promotion_purchase_percentage,avg_price,min_price,max_price,avg_base_price,revenue_previous_month,quantity_previous_month,customer_count_previous_month,revenue_growth_mom_pct,quantity_growth_mom_pct,customer_growth_mom_pct,revenue_till_date,quantity_till_date,customer_count_till_date,avg_monthly_revenue_till_date,avg_monthly_quantity_till_date,category_total_growth_pct,market_share_pct,revenue_percentile,growth_trend,performance_category,load_time
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,2,4,April,Spring,50.12,50.12,0.0,0.0,28,28,22,1.0,1.79,2.28,0,0.0,0,0.0,0.0,0.0,1.79,1.79,1.79,1.79,44.389999999999986,25,22,12.91,12.0,0.0,164.05,92,80,32.81,18.4,-9.82,4.42,0.2222222222222222,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,2,5,May,Spring,44.75,44.75,0.0,0.0,25,24,19,1.04,1.79,2.36,0,0.0,0,0.0,0.0,0.0,1.79,1.79,1.79,1.79,50.11999999999998,28,22,-10.71,-10.71,-13.64,208.8,117,99,34.8,19.5,7.05,3.68,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,2,6,June,Summer,98.45,98.45,0.0,0.0,55,54,36,1.02,1.79,2.73,0,0.0,0,0.0,0.0,0.0,1.79,1.79,1.79,1.79,44.749999999999986,25,19,120.0,120.0,89.47,307.25,172,135,43.89,24.57,27.57,6.35,0.3333333333333333,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,3,7,July,Summer,118.8,118.8,0.0,0.0,66,59,35,1.12,1.8,3.39,0,0.0,0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,98.45000000000009,55,36,20.67,20.0,-2.78,426.05,238,170,53.26,29.75,-3.19,7.92,0.4444444444444444,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,3,8,August,Summer,52.2,52.2,0.0,0.0,29,27,22,1.07,1.8,2.37,0,0.0,0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,118.7999999999999,66,35,-56.06,-56.06,-37.14,478.25,267,192,53.14,29.67,16.66,2.98,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,3,9,September,Fall,322.26,322.26,0.0,0.0,179,123,48,1.46,1.8,6.71,0,0.0,0,0.0,0.0,0.0,1.8,1.8,1.83,1.8,52.199999999999974,29,22,517.36,517.24,118.18,800.51,446,240,80.05,44.6,20.37,15.29,0.7777777777777778,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,4,10,October,Fall,95.16,95.16,0.0,0.0,52,48,34,1.08,1.83,2.8,0,0.0,0,0.0,0.0,0.0,1.83,1.83,1.83,1.83,322.26000000000045,179,48,-70.47,-70.95,-29.17,895.67,498,274,81.42,45.27,2.96,4.39,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,4,11,November,Fall,100.65,100.65,0.0,0.0,55,52,39,1.06,1.83,2.58,0,0.0,0,0.0,0.0,0.0,1.83,1.83,1.83,1.83,95.15999999999994,52,34,5.77,5.77,14.71,996.32,553,313,83.03,46.08,-12.56,5.31,0.0,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2023,4,12,December,Winter,104.36,104.36,0.0,0.0,57,52,32,1.1,1.83,3.26,0,0.0,0,0.0,0.0,0.0,1.83,1.83,1.88,1.83,100.64999999999992,55,39,3.69,3.64,-17.95,1100.68,610,345,84.67,46.92,5.39,5.22,0.0,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,32fb026b53f98d91ba7d1221358ee3ac,"Griesson Soft Cake biscuits, cherry, 300 g",Griesson,2024,1,1,January,Winter,16.92,16.92,0.0,0.0,9,9,8,1.0,1.88,2.11,0,0.0,0,0.0,0.0,0.0,1.88,1.88,1.88,1.88,104.35999999999994,57,32,-83.79,-84.21,-75.0,1117.6,619,353,79.83,44.21,-70.46,2.86,0.0,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2022,4,12,December,Winter,14.63,14.63,0.0,0.0,7,7,5,1.0,2.09,2.93,0,0.0,0,0.0,0.0,0.0,2.09,2.09,2.09,2.09,,,,,,,14.63,7,5,14.63,7.0,,14.44,0.625,New,New,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,1,1,January,Winter,67.5,67.5,0.0,0.0,33,29,22,1.14,2.05,3.07,0,0.0,0,0.0,0.0,0.0,2.05,2.02,2.09,2.05,14.629999999999999,7,5,361.38,371.43,340.0,82.13,40,27,41.07,20.0,685.86,8.48,0.25,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,1,2,February,Winter,70.19,70.19,0.0,0.0,35,35,25,1.0,2.01,2.81,0,0.0,0,0.0,0.0,0.0,2.01,1.99,2.02,2.01,67.50000000000003,33,22,3.99,6.06,13.64,152.32,75,52,50.77,25.0,14.24,7.72,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,1,3,March,Spring,93.14,93.14,0.0,0.0,46,43,31,1.07,2.02,3.0,0,0.0,0,0.0,0.0,0.0,2.02,1.99,2.04,2.02,70.19000000000001,35,25,32.7,31.43,24.0,245.46,121,83,61.37,30.25,38.33,7.4,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,2,4,April,Spring,98.61,98.61,0.0,0.0,47,40,24,1.18,2.1,4.11,0,0.0,0,0.0,0.0,0.0,2.1,2.04,2.11,2.1,93.14000000000001,46,31,5.87,2.17,-22.58,344.07,168,107,68.81,33.6,-9.82,8.69,0.4444444444444444,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,2,5,May,Spring,100.31,100.31,0.0,0.0,47,46,28,1.02,2.13,3.58,0,0.0,0,0.0,0.0,0.0,2.13,2.11,2.17,2.13,98.61000000000001,47,24,1.72,0.0,16.67,444.38,215,135,74.06,35.83,7.05,8.26,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,2,6,June,Summer,153.34,153.34,0.0,0.0,70,64,35,1.09,2.19,4.38,0,0.0,0,0.0,0.0,0.0,2.19,2.17,2.23,2.19,100.30999999999997,47,28,52.87,48.94,25.0,597.72,285,170,85.39,40.71,27.57,9.89,0.6666666666666666,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,3,7,July,Summer,69.14,69.14,0.0,0.0,31,30,19,1.03,2.23,3.64,0,0.0,0,0.0,0.0,0.0,2.23,2.23,2.24,2.23,153.33999999999997,70,35,-54.91,-55.71,-45.71,666.86,316,189,83.36,39.5,-3.19,4.61,0.0,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,3,8,August,Summer,131.32,131.32,0.0,0.0,58,55,27,1.05,2.26,4.86,0,0.0,0,0.0,0.0,0.0,2.26,2.24,2.28,2.26,69.13999999999997,31,19,89.93,87.1,42.11,798.18,374,216,88.69,41.56,16.66,7.5,0.2222222222222222,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,3,9,September,Fall,163.14,163.14,0.0,0.0,70,65,37,1.08,2.33,4.41,0,0.0,0,0.0,0.0,0.0,2.33,2.28,2.34,2.33,131.31999999999996,58,27,24.23,20.69,37.04,961.32,444,253,96.13,44.4,20.37,7.74,0.3333333333333333,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,4,10,October,Fall,124.84,124.84,0.0,0.0,53,53,37,1.0,2.36,3.37,0,0.0,0,0.0,0.0,0.0,2.36,2.34,2.38,2.36,163.14000000000013,70,37,-23.48,-24.29,0.0,1086.16,497,290,98.74,45.18,2.96,5.75,0.2222222222222222,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,4,11,November,Fall,131.55,131.55,0.0,0.0,55,53,43,1.04,2.39,3.06,0,0.0,0,0.0,0.0,0.0,2.39,2.38,2.43,2.39,124.8399999999999,53,37,5.37,3.77,16.22,1217.71,552,333,101.48,46.0,-12.56,6.93,0.1111111111111111,Accelerating,Rising Trend,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2023,4,12,December,Winter,133.64,140.94,7.3,5.18,58,52,35,1.12,2.3,3.82,10,17.0,10,17.24,12.72,19.23,2.29,1.7,2.43,2.43,131.54999999999995,55,43,1.59,5.45,-18.6,1351.35,610,368,103.95,46.92,5.39,6.68,0.3333333333333333,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,40604bd20ff58f587f4849ea3a6673ac,"Veganz Chocolate Cookie, Organic, 150 g",Veganz,2024,1,1,January,Winter,34.02,34.02,0.0,0.0,14,14,11,1.0,2.43,3.09,0,0.0,0,0.0,0.0,0.0,2.43,2.43,2.43,2.43,133.64000000000013,58,35,-74.54,-75.86,-68.57,1385.37,624,379,98.96,44.57,-70.46,5.76,0.2222222222222222,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2022,4,12,December,Winter,18.63,18.63,0.0,0.0,9,5,4,1.8,2.07,4.66,0,0.0,0,0.0,0.0,0.0,2.07,2.07,2.07,2.07,,,,,,,18.63,9,4,18.63,9.0,,18.39,0.875,New,New,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,1,1,January,Winter,109.59,109.59,0.0,0.0,53,43,30,1.23,2.07,3.65,0,0.0,0,0.0,0.0,0.0,2.07,2.06,2.07,2.07,18.63,9,4,488.24,488.89,650.0,128.22,62,34,64.11,31.0,685.86,13.76,0.75,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,1,2,February,Winter,106.26,106.26,0.0,0.0,52,38,34,1.37,2.04,3.13,0,0.0,0,0.0,0.0,0.0,2.04,2.04,2.06,2.04,109.58999999999996,53,30,-3.04,-1.89,13.33,234.48,114,68,78.16,38.0,14.24,11.68,0.7777777777777778,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,1,3,March,Spring,130.48,130.48,0.0,0.0,63,53,39,1.19,2.07,3.35,0,0.0,0,0.0,0.0,0.0,2.07,2.04,2.08,2.07,106.26000000000005,52,34,22.79,21.15,14.71,364.96,177,107,91.24,44.25,38.33,10.37,0.5555555555555556,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,2,4,April,Spring,250.66,250.66,0.0,0.0,117,85,62,1.38,2.14,4.04,0,0.0,0,0.0,0.0,0.0,2.14,2.08,2.17,2.14,130.48,63,39,92.11,85.71,58.97,615.62,294,169,123.12,58.8,-9.82,22.09,1.0,Accelerating,Star Product,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,2,5,May,Spring,187.77,187.77,0.0,0.0,86,65,50,1.32,2.18,3.76,0,0.0,0,0.0,0.0,0.0,2.18,2.17,2.22,2.18,250.66000000000025,117,62,-25.09,-26.5,-19.35,803.39,380,219,133.9,63.33,7.05,15.45,0.8888888888888888,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,2,6,June,Summer,311.45,311.45,0.0,0.0,139,105,61,1.32,2.24,5.11,0,0.0,0,0.0,0.0,0.0,2.24,2.22,2.29,2.24,187.76999999999992,86,50,65.87,61.63,22.0,1114.84,519,280,159.26,74.14,27.57,20.09,1.0,Accelerating,Star Product,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,3,7,July,Summer,278.29,278.29,0.0,0.0,121,88,52,1.38,2.3,5.35,0,0.0,0,0.0,0.0,0.0,2.3,2.29,2.31,2.3,311.4500000000002,139,61,-10.65,-12.95,-14.75,1393.13,640,332,174.14,80.0,-3.19,18.55,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,3,8,August,Summer,330.51,330.51,0.0,0.0,141,107,75,1.32,2.34,4.41,0,0.0,0,0.0,0.0,0.0,2.34,2.31,2.36,2.34,278.2900000000002,121,52,18.76,16.53,44.23,1723.64,781,407,191.52,86.78,16.66,18.88,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,3,9,September,Fall,375.24,375.24,0.0,0.0,159,119,72,1.34,2.36,5.21,0,0.0,0,0.0,0.0,0.0,2.36,2.36,2.36,2.36,330.5100000000005,141,75,13.53,12.77,-4.0,2098.88,940,479,209.89,94.0,20.37,17.81,1.0,On Track,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,4,10,October,Fall,296.21,296.21,0.0,0.0,124,100,66,1.24,2.39,4.49,0,0.0,0,0.0,0.0,0.0,2.39,2.36,2.39,2.39,375.240000000001,159,72,-21.06,-22.01,-8.33,2395.09,1064,545,217.74,96.73,2.96,13.65,0.7777777777777778,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,4,11,November,Fall,194.51,209.84,15.33,7.31,86,64,48,1.34,2.26,4.05,21,35.91,18,24.42,18.46,28.13,2.23,1.71,2.44,2.44,296.20999999999935,124,66,-34.33,-30.65,-27.27,2589.6,1150,593,215.8,95.83,-12.56,10.25,0.6666666666666666,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2023,4,12,December,Winter,350.48,350.48,0.0,0.0,143,111,66,1.29,2.45,5.31,0,0.0,0,0.0,0.0,0.0,2.45,2.44,2.47,2.45,194.5099999999999,86,48,80.19,66.28,37.5,2940.08,1293,659,226.16,99.46,5.39,17.53,0.8888888888888888,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,8daf7c8493c249f143d4d72205f12405,"Nippon Häppchen puffed rice with milk chocolate, 200 g",,2024,1,1,January,Winter,128.44,128.44,0.0,0.0,52,38,31,1.37,2.47,4.14,0,0.0,0,0.0,0.0,0.0,2.47,2.47,2.47,2.47,350.4800000000001,143,66,-63.35,-63.64,-53.03,3068.52,1345,690,219.18,96.07,-70.46,21.74,1.0,Outperforming,Star Product,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2022,4,12,December,Winter,15.54,15.54,0.0,0.0,7,7,7,1.0,2.22,2.22,0,0.0,0,0.0,0.0,0.0,2.22,2.22,2.22,2.22,,,,,,,15.54,7,7,15.54,7.0,,15.34,0.75,New,New,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,1,1,January,Winter,82.14,82.14,0.0,0.0,37,33,24,1.12,2.22,3.42,0,0.0,0,0.0,0.0,0.0,2.22,2.22,2.22,2.22,15.540000000000003,7,7,428.57,428.57,242.86,97.68,44,31,48.84,22.0,685.86,10.32,0.375,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,1,2,February,Winter,99.9,99.9,0.0,0.0,45,42,34,1.07,2.22,2.94,0,0.0,0,0.0,0.0,0.0,2.22,2.22,2.22,2.22,82.13999999999997,37,24,21.62,21.62,41.67,197.58,89,65,65.86,29.67,14.24,10.98,0.6666666666666666,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,1,3,March,Spring,145.24,145.24,0.0,0.0,65,64,45,1.02,2.23,3.23,0,0.0,0,0.0,0.0,0.0,2.23,2.22,2.24,2.23,99.89999999999996,45,34,45.39,44.44,32.35,342.82,154,110,85.7,38.5,38.33,11.54,0.7777777777777778,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,2,4,April,Spring,132.96,132.96,0.0,0.0,59,55,42,1.07,2.25,3.17,0,0.0,0,0.0,0.0,0.0,2.25,2.24,2.29,2.25,145.23999999999992,65,45,-8.45,-9.23,-6.67,475.78,213,152,95.16,42.6,-9.82,11.72,0.6666666666666666,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,2,5,May,Spring,144.27,144.27,0.0,0.0,63,62,48,1.02,2.29,3.01,0,0.0,0,0.0,0.0,0.0,2.29,2.29,2.29,2.29,132.96,59,42,8.51,6.78,14.29,620.05,276,200,103.34,46.0,7.05,11.87,0.5555555555555556,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,2,6,June,Summer,208.39,208.39,0.0,0.0,91,88,58,1.03,2.29,3.59,0,0.0,0,0.0,0.0,0.0,2.29,2.29,2.29,2.29,144.2700000000001,63,48,44.44,44.44,20.83,828.44,367,258,118.35,52.43,27.57,13.45,0.7777777777777778,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,3,7,July,Summer,242.01,242.01,0.0,0.0,105,104,49,1.01,2.3,4.94,0,0.0,0,0.0,0.0,0.0,2.3,2.29,2.32,2.3,208.3899999999999,91,58,16.13,15.38,-15.52,1070.45,472,307,133.81,59.0,-3.19,16.13,0.8888888888888888,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,3,8,August,Summer,224.58,224.58,0.0,0.0,96,90,59,1.07,2.34,3.81,0,0.0,0,0.0,0.0,0.0,2.34,2.32,2.38,2.34,242.0099999999996,105,49,-7.2,-8.57,20.41,1295.03,568,366,143.89,63.11,16.66,12.83,0.8888888888888888,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,3,9,September,Fall,204.68,204.68,0.0,0.0,86,78,54,1.1,2.38,3.79,0,0.0,0,0.0,0.0,0.0,2.38,2.38,2.38,2.38,224.57999999999967,96,59,-8.86,-10.42,-8.47,1499.71,654,420,149.97,65.4,20.37,9.71,0.5555555555555556,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,4,10,October,Fall,250.1,250.94,0.84,0.33,105,95,53,1.11,2.38,4.72,7,15.89,7,6.67,6.35,7.37,2.38,2.27,2.39,2.39,204.67999999999978,86,54,22.19,22.09,-1.85,1749.81,759,473,159.07,69.0,2.96,11.53,0.6666666666666666,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,4,11,November,Fall,188.65,190.69,2.04,1.07,79,78,59,1.01,2.39,3.2,17,38.59,17,21.52,20.46,21.79,2.39,2.27,2.43,2.41,250.0999999999995,105,53,-24.57,-24.76,11.32,1938.46,838,532,161.54,69.83,-12.56,9.94,0.5555555555555556,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2023,4,12,December,Winter,176.82,176.82,0.0,0.0,72,70,53,1.03,2.46,3.34,0,0.0,0,0.0,0.0,0.0,2.46,2.43,2.49,2.46,188.6500000000002,79,59,-6.27,-8.86,-10.17,2115.28,910,585,162.71,70.0,5.39,8.84,0.5555555555555556,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,c8311a116507e87271bd16fb898a5164,"Veganz Lemon Cookie, Organic, 150 g",Veganz,2024,1,1,January,Winter,37.35,37.35,0.0,0.0,15,14,11,1.07,2.49,3.4,0,0.0,0,0.0,0.0,0.0,2.49,2.49,2.49,2.49,176.82000000000016,72,53,-78.88,-79.17,-79.25,2152.63,925,596,153.76,66.07,-70.46,6.32,0.4444444444444444,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2022,4,12,December,Winter,5.12,5.12,0.0,0.0,2,2,2,1.0,2.56,2.56,0,0.0,0,0.0,0.0,0.0,2.56,2.56,2.56,2.56,,,,,,,5.12,2,2,5.12,2.0,,5.05,0.125,New,New,2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2023,1,1,January,Winter,122.88,122.88,0.0,0.0,48,46,41,1.04,2.56,3.0,0,0.0,0,0.0,0.0,0.0,2.56,2.56,2.56,2.56,5.12,2,2,2300.0,2300.0,1950.0,128.0,50,43,64.0,25.0,685.86,15.43,0.875,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2023,1,2,February,Winter,199.68,199.68,0.0,0.0,78,61,42,1.28,2.56,4.75,0,0.0,0,0.0,0.0,0.0,2.56,2.56,2.56,2.56,122.88000000000005,48,41,62.5,62.5,2.44,327.68,128,85,109.23,42.67,14.24,21.95,1.0,Accelerating,Star Product,2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2023,1,3,March,Spring,240.64,240.64,0.0,0.0,94,79,56,1.19,2.56,4.3,0,0.0,0,0.0,0.0,0.0,2.56,2.56,2.56,2.56,199.68000000000012,78,42,20.51,20.51,33.33,568.32,222,141,142.08,55.5,38.33,19.12,1.0,Decline vs Category,Anchor (Cash Cow),2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2023,2,4,April,Spring,212.48,212.48,0.0,0.0,83,82,56,1.01,2.56,3.79,0,0.0,0,0.0,0.0,0.0,2.56,2.56,2.56,2.56,240.64000000000019,94,56,-11.7,-11.7,0.0,780.8,305,197,156.16,61.0,-9.82,18.72,0.8888888888888888,On Track,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2023,2,5,May,Spring,147.18,148.48,1.3,0.88,58,56,46,1.04,2.54,3.2,10,24.3,10,17.24,16.51,17.86,2.54,2.43,2.56,2.56,212.48000000000013,83,56,-30.73,-30.12,-17.86,927.98,363,243,154.66,60.5,7.05,12.11,0.6666666666666666,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2023,2,6,June,Summer,225.28,225.28,0.0,0.0,88,87,61,1.01,2.56,3.69,0,0.0,0,0.0,0.0,0.0,2.56,2.56,2.56,2.56,147.1800000000001,58,46,53.06,51.72,32.61,1153.26,451,304,164.75,64.43,27.57,14.53,0.8888888888888888,Accelerating,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2023,3,7,July,Summer,174.08,174.08,0.0,0.0,68,65,56,1.05,2.56,3.11,0,0.0,0,0.0,0.0,0.0,2.56,2.56,2.56,2.56,225.28000000000014,88,61,-22.73,-22.73,-8.2,1327.34,519,360,165.92,64.88,-3.19,11.6,0.6666666666666666,Decline vs Category,Underperformer,2025-12-30 20:02:33.017625+01
Cookies,de2d83ff88ef56053a06b1e8686c5577,"Alnavit Chocolate Cookies, 125 g",Alnavit,2023,3,8,August,Summer,215.46,215.46,0.0,0.0,84,76,59,1.11,2.56,3.65,0,0.0,0,0.0,0.0,0.0,2.56,2.56,2.57,2.56,174.0800000000001,68,56,23.77,23.53,5.36,1542.8,603,419,171.42,67.0,16.66,12.31,0.6666666666666666,Outperforming,Underperformer,2025-12-30 20:02:33.017625+01
